Judul,Harga,Lokasi,Kamar,Wc,Parkir,Luas_tanah,Luas_bangunan,Deskripsi,Keywords
Dijual Rumah di Jogja Utara Dekat Jejamuran Sleman,Rp 495 Juta,"Sleman, Sleman",2.0,1.0,1.0,112 m²,36 m²,Dijual Rumah di Jogja utara dekat Jejamuran Sleman Beli dan ambil keuntungan miliki rumah strategis...,"Rumah
Dekat Sekolah"
Dijual Tanah Dekat Exit Tol Gamping Kampus Ukdw Sedayu,Rp 220 Juta,"Sedayu, Bantul",2.0,1.0,1.0,100 m²,45 m²,Tanah Kavling Tepi Jalan Aspal di Kawasan Perumahan Gamping (Jl. Jogja-Wates km. 7) Cocok Untuk Ruko...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah"
Dijual Rumah Mewah 2 Lantai Sleman Dalam Cluster New Verania,"Rp 2,5 Miliar","Sleman, Sleman",4.0,3.0,2.0,182 m²,135 m²,Cluster New Verania juga telah menggunakan teknologi yang modern. Antara lain: 1. CCTV 2. Smoke Detector...,Rumah
Rumah Baru Dalam Perum Sidoarum Godean Dekat Pak Pele Sleman,"Rp 1,45 Miliar","Godean, Sleman",3.0,3.0,1.0,100 m²,100 m²,Buruan Booking.. Hanya Ready 15 Unit Ekslusif ! Cek Yukkk ... Kode : CORE 641 Magnet Kawasan : -...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Super Luas Full Furnished Bonus Apartemen di Malioboro,"Rp 2,25 Miliar","Ngaglik, Sleman",3.0,3.0,2.0,450 m²,200 m²,Kode : 1063 Magnet Kawasan : - 3 menit ke Lapangan Klidon - 3 menit ke SPBU Mindi - 7 menit ke UII...,"Rumah
Full Furnished
Dekat Sekolah"
Rumah Baru 2 Lantai SHM Dekat Kampus Umy Jogja,"Rp 2,5 Miliar","Gamping, Sleman",4.0,3.0,2.0,185 m²,135 m²,Cluster New Verania juga telah menggunakan teknologi yang modern. Antara lain: 1. CCTV 2. Smoke Detector...,"Rumah
Dekat Sekolah"
Rumah Siap Bangun 700 Meter Dari Exit Tol Klaten,Rp 315 Juta,"Ngaglik, Sleman",2.0,1.0,1.0,73 m²,36 m²,PERUMAHAN PREMIUM KOTA KLATEN [free design] Kavling siap bangun dengan lokasi strategis dan harga...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah"
Rumah Mewah Dalam Cluster New Verania 10 Menit Ke Malioboro,"Rp 2,5 Miliar","Gamping, Sleman",4.0,3.0,2.0,182 m²,135 m²,Cluster New Verania juga telah menggunakan teknologi yang modern. Antara lain: 1. CCTV 2. Smoke Detector...,Rumah
Rumah Siap Huni Luas Di Purwomartani 600JTan,Rp 680 Juta,"Kalasan, Sleman",3.0,1.0,1.0,97 m²,65 m²,"RUMAH SIAP HUNI LUAS DI PURWOMARTANI 600JTan Alamat: Purwomartani, Kabupaten Sleman, Daerah Istimewa...","Rumah
Siap Huni
Dekat Sekolah
Dekat Tempat Ibadah"
"Rumah Dekat Kampus Uii, Amikom Dan Upn Condongcatur",Rp 940 Juta,"Depok, Sleman",3.0,2.0,1.0,125 m²,115 m²,"Rumah Dekat Kampus UII, AMIKOM & UPN Condongcatur Lokasi Premium di Condongcatur Magnet kawasan -...","Rumah
Dekat Sekolah"
Rumah Baru Dalam Cluster Dekat Spbu Kadisoka,Rp 775 Juta,"Kalasan, Sleman",3.0,2.0,1.0,80 m²,120 m²,Siap Huni Dalam Cluster Dekat SPBU Kadisoka Magnet kawasan - 500m dari SPBU Kadisoka - Dekat Swalayan...,"Rumah
Siap Huni
Dekat Sekolah"
"Rumah 2 Lantai Siap Huni Dalam Perumahan di Bangunjiwo, Bantul",Rp 750 Juta,"Bantul, Yogyakarta",2.0,2.0,1.0,111 m²,80 m²,Rumah siap huni dalam perumahan one gate system dekat Puskesmas 1 Kasihan. Yuk cek! Kode : 917 Magnet...,"Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Baru Modern Siap Huni 10 Menit Dari Taman Pintar,"Rp 1,2 Miliar","Bantul, Yogyakarta",2.0,1.0,1.0,153 m²,57 m²,"Dijual rumah baru siap huni dengan konsep modern dalam perum di Jln. Wates Km. 3, Bantul Kode : CORE...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan"
Modern Minimalis Full Furnished Rumah di Sleman Dekat Pamella 7,Rp 1 Miliar,"Purwomartani   , Sleman",2.0,1.0,1.0,110 m²,90 m²,"Dijual 1 unit rumah second siap huni full furnished di Purwomartani, Sleman Kode : CORE 1208 Spesifikasi...","Rumah
Full Furnished
Siap Huni
Dekat Fasilitas Kesehatan"
Rumah Baru Dalam Perumahan di Jl Magelang Km 6 Jombor Dekat Jcm,"Rp 1,89 Miliar","Mlati, Sleman",3.0,3.0,1.0,122 m²,80 m²,Rumah Baru Dalam Perumahan di JL Magelang Km 6 Jombor Dekat JCM Luas Tanah : 122 m2 Luas Bangunan...,"Rumah
Dekat Sekolah"
Rumah Moderen Premium Dekat Jl Purwomartani,Rp 985 Juta,"Depok, Sleman",3.0,2.0,1.0,145 m²,85 m²,Rumah Moderen Premium dekat Jl Purwomartani Wujutkan hunian moderen premium dan lega mangku jl aspal...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah"
Rumah Mewah Dibawah Harga Pasaran Dekat Galaxy Waterpark,"Rp 1,8 Miliar","Bantul, Yogyakarta",4.0,4.0,1.0,128 m²,200 m²,Cari rumah dalam kawasan perum asri dengan fasilitas lengkap? cek aja ini! Kode : 782 Fasilitas :...,"Rumah
Dekat Fasilitas Kesehatan
Dekat Tempat Wisata"
"Rumah Siap Huni Dalam Kawasan Elit di Godean, Sleman",Rp 875 Juta,"Godean, Sleman",3.0,2.0,1.0,133 m²,83 m²,"Dijual rumah siap huni kondisi masih bagus dengan konsep modern di Godean, Sleman Kode : CORE 999...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Luas Modern Dalam Cluster di Ngaglik Dekat Pasar Jangkang,Rp 890 Juta,"Sleman, Yogyakarta",4.0,2.0,1.0,136 m²,110 m²,"Dijual rumah baru proses bangun dengan konsep modern elegan di Jl Kaliurang Km 12.5, Sleman Kode...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Landmark"
Rumah Cluster New Verania Sleman 10 Menit Ke Malioboro,"Rp 2,5 Miliar","Sleman, Sleman",4.0,3.0,2.0,182 m²,135 m²,Cluster New Verania juga telah menggunakan teknologi yang modern. Antara lain: 1. CCTV 2. Smoke Detector...,Rumah
Rumah Baru Dalam Perumahan Purwomartani Dekat Bandara Yogyakarta,"Rp 1,6 Miliar","Purwomartani   , Sleman",3.0,3.0,2.0,147 m²,135 m²,Rumah Baru Siap Huni Dalam Perumahan di Purwomartani Dekat Bandara Adi Sucipto Luas Tanah : 147 m2...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Sekolah"
Rumah Mewah Exclusive Dengan Sky Balcony Pertama Di Jogja,"Rp 2,17 Miliar","Maguwoharjo, Yogyakarta",3.0,3.0,2.0,120 m²,150 m²,Kelebihan dibandingkan Perumahan dikelasnya : - Akses mudah dijangkau dari segala arah - Rumah Ramah...,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Super Mewah 2 Lantai di Kawasan Favorite Sleman Utara,"Rp 1,09 Miliar","Ngaglik, Sleman",4.0,3.0,2.0,120 m²,130 m²,Kode : 1204 Magnet Kawasan : - Dekat Pasar Jangkang - Dekat Kampus UII Jakal - Dekat Minimarket &...,"Rumah
Dekat Sekolah"
Modern Dan Elegan Full Furnish di Sleman Utara Dekat Kampus Uii,"Rp 1,77 Miliar","Ngaglik, Sleman",3.0,3.0,1.0,121 m²,150 m²,Kode : 1103 Magnet Kawasan : - 5 menit dari SD - SMP Al Azhar - 7 menit dari Kampus UII - 10 menit...,"Rumah
Full Furnished
Dekat Sekolah
Dekat Tempat Wisata"
Rumah Baru Mewah Modern Di Terung Wedomartani Ngemplak Sleman Dekat Tengkleng Gajah,Rp 865 Juta,"Ngemplak, Sleman",3.0,2.0,1.0,120 m²,75 m²,RUMAH BARU MEWAH MODERN DI TERUNG WEDOMARTANI DEKAT TENGKLENG GAJAH SISA 2 UNIT KEMBAR Harga: 865...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Tempat Wisata"
Rumah siap bangun jakal km10,Rp 470 Juta,"Ngaglik, Sleman",2.0,1.0,1.0,110 m²,50 m²,"Rumah siap bangun jakal km10, pasar gentan ketimur 1,5km.. Cocok untuk yang membutuhkan rumah minimalis,...","Rumah
Dekat Pusat Perbelanjaan"
Rumah Baru Modern Dalam Komplek 3 Menit Ke Jogja Bay,Rp 895 Juta,"Sleman, Yogyakarta",3.0,1.0,1.0,157 m²,69 m²,Dijual rumah baru modern siap bangun dalam komplek di area Sleman Timur Kode : CORE 788 Magnet Kawasan...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Mewah 2 Lantai Sleman Dekat Kampus Umy,"Rp 2,5 Miliar","Sleman, Sleman",4.0,3.0,2.0,182 m²,135 m²,Terabatas Hanya 3 Unit Terakhir ! Cluster New Verania juga telah menggunakan teknologi yang modern....,"Rumah
Dekat Sekolah"
Rumah Baru Strategis di Jl Sambisari Purwomartani Sleman,Rp 680 Juta,"Kalasan, Sleman",3.0,1.0,1.0,97 m²,65 m²,"Rumah Baru Strategis di Purwomartani Sleman Wujutkan hunian nyaman dengan akses mudah di jogja timur,...","Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Sekolah"
Rumah 2 Lantai Mewah Gamping Sleman Bonus Paket Liburan,"Rp 2,5 Miliar","Gamping, Sleman",3.0,2.0,2.0,182 m²,135 m²,Cluster New Verania Rumah Mewah Dengan Kolam Renang Pribadi yang Berada di Jl. Wates Km 8 Yogyakarta...,"Rumah
Dekat Sekolah"
Rumah Milenial Di Selatan Jl Jogja solo Mulai 500Jtan Akses Mudah,Rp 579 Juta,"Berbah, Sleman",2.0,1.0,1.0,84 m²,46 m²,"RUMAH MILENIAL DI SELATAN JL JOGJA-SOLO MULAI 500Jtan AKSES MUDAH Alamat: Kali Pentung, Kalitirto,...","Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Kost Ekslusif di Condong Catur Nologaten Dekat Upn Seturan Ugm,"Rp 4,25 Miliar","Condong Catur, Sleman",12.0,12.0,2.0,270 m²,450 m²,"Kost ekslusif dijual dalam kawasan ramai mahasiswa kampus kampus besar di Jogja. Lokasi sangat strategis,...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah 1 Lantai 300 M Dari Stasiun Tugu Di Lingkungan Guest House,"Rp 8,88 Miliar","Gedong Tengen, Yogyakarta",4.0,3.0,3.0,296 m²,200 m²,"rumah ini terletak hanya berjarak 300 m dari stasiun tugu, 500 meter dari jl malioboro sehingga banyak...","Rumah
Dekat Akses Transportasi"
Rumah Mewah Dalam Cluster New Verania Dekat Kampus Umy Jogja,"Rp 2,5 Miliar","Sleman, Sleman",3.0,2.0,2.0,182 m²,135 m²,Cluster New Verania Rumah Mewah Dengan Kolam Renang Pribadi yang Berada di Jl. Wates Km 8 Yogyakarta...,"Rumah
Dekat Sekolah"
Rumah Mewah Dekat Maguwoharjo Dengan Desain Mewah Dan Jacuzzi,"Rp 1,35 Miliar","Maguwoharjo, Yogyakarta",3.0,2.0,2.0,103 m²,100 m²,Rumah Mewah dekat Maguwoharjo dengan Desain Mewah dan Jacuzzi 2 Lantai dan 2 Carport dengan Jacuzzi...,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Minimalis Bantul Dekat Lapangan Kasihan SHM + Imb,Rp 451 Juta,"Kasihan, Bantul",2.0,1.0,1.0,153 m²,40 m²,Rumah Minimalis Bantul Dekat Lapangan Kasihan SHM + IMB. Rumah Dalam Perumahan Desain Scandinavian...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Bantul Siap Bangun Dekat Kampus Umy,Rp 387 Juta,"Kasihan, Bantul",2.0,1.0,1.0,119 m²,40 m²,Rumah Bantul Siap Bangun Dekat Kampus UMY. Rumah Dalam Perumahan Desain Scandinavian Lokasi Selatan...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Jual Rumah Bantul Padat Perumahan Dekat Lapangan Kasihan,Rp 395 Juta,"Kasihan, Bantul",2.0,1.0,1.0,119 m²,40 m²,Jual Rumah Bantul Padat Perumahan Dekat Lapangan Kasihan. Rumah Dalam Perumahan Desain Scandinavian...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Jual Rumah Bantul Barat Alfamart Tugu Lilin Cocok Untuk Homestay,Rp 551 Juta,"Kasihan, Bantul",2.0,1.0,1.0,153 m²,40 m²,Jual Rumah Bantul Barat Alfamart Tugu Lilin Cocok Untuk Homestay. Rumah Dalam Perumahan Desain Scandinavian...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Dijual Bantul Padat Perumahan Dekat Kampus Umy,Rp 454 Juta,"Kasihan, Bantul",2.0,1.0,1.0,153 m²,40 m²,Rumah Dijual Bantul Padat Perumahan Dekat Kampus UMY. Rumah Dalam Perumahan Desain Scandinavian Lokasi...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Modern Cantik Siap Huni Rumah Baru di Sleman Dekat Jogja Bay,"Rp 1,05 Miliar","Maguwoharjo, Yogyakarta",3.0,2.0,1.0,144 m²,90 m²,"Dijual rumah baru siap huni, total 3 unit dengan konsep modern cantik di Maguwoharjo, Depok, Sleman,...","Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah 2 Lantai Baru Sleman Dekat Pusat Kota Free Private Pool,"Rp 2,5 Miliar","Gamping, Sleman",3.0,2.0,2.0,182 m²,135 m²,Cluster New Verania Rumah Mewah Dengan Kolam Renang Pribadi yang Berada di Jl. Wates Km 8 Yogyakarta...,"Rumah
Dekat Sekolah"
Rumah Dalam Cluster New Verania 15 Menit Ke Malioboro,"Rp 2,5 Miliar","Gamping, Sleman",3.0,2.0,2.0,182 m²,135 m²,Cluster New Verania Rumah Mewah Dengan Kolam Renang Pribadi yang Berada di Jl. Wates Km 8 Yogyakarta...,"Rumah
Dekat Sekolah"
Rumah Mewah 2 Lantai Dekat Malioboro Bonus Private Pool,"Rp 2,5 Miliar","Gamping, Sleman",3.0,2.0,2.0,185 m²,135 m²,Cluster New Verania Rumah Mewah Dengan Kolam Renang Pribadi yang Berada di Jl. Wates Km 8 Yogyakarta...,"Rumah
Dekat Sekolah"
Dijual Rumah Murah Siap Huni Full Furnish Wirokerten Banguntapan,Rp 399 Juta,"Banguntapan, Bantul",2.0,1.0,1.0,75 m²,55 m²,Dijual Rumah Murah Siap Huni Full Furnish dalam Perumahan satpam 24jam dekat jalan utama Luas tanah...,"Rumah
Full Furnished
Siap Huni
Dekat Akses Transportasi"
Rumah Baru Dalam Perumahan Jalan Godean Dekat Mirota Godean,"Rp 2,7 Miliar","Gamping, Sleman",4.0,3.0,1.0,150 m²,150 m²,Rumah mewah di tengah kota Yogyakarta. Lokasi sangat strategis dan dalam kawasan premium. Spesifikasi:...,"Rumah
Dekat Pusat Perbelanjaan"
Rumah Baru 2 Lantai Dekat Maguwo Dengan Desain Mewah Dan Elegant,"Rp 1,55 Miliar","Maguwoharjo, Yogyakarta",3.0,2.0,2.0,125 m²,100 m²,Rumah Baru 2 Lantai Dekat Maguwo Dengan Desain Mewah Dan Elegant 2 Lantai dan 2 Carport dengan Exclusive...,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Modern Minimalis Rumah Siap Huni di Sleman Dekat Pasar Sleman,Rp 595 Juta,"Sleman, Sleman",2.0,1.0,1.0,90 m²,48 m²,"Dijual 1 unit rumah baru siap huni dengan konsep modern minimalis di Jalan Magelang Km 12, Triharjo,...","Rumah
Siap Huni
Dekat Sekolah
Dekat Tempat Ibadah"
Rumah Mewah Dekat Maguwoharjo Dengan Desain American Style,"Rp 1,48 Miliar","Maguwoharjo, Yogyakarta",3.0,2.0,2.0,125 m²,100 m²,Rumah Mewah dekat Maguwoharjo dengan Desain American Style 2 Lantai dan 2 Carport dengan Exclusive...,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Mewah Baru 2 Lantai Dekat Bandara Maguwo Dan Ringroad,"Rp 1,94 Miliar","Maguwoharjo, Yogyakarta",3.0,3.0,2.0,150 m²,110 m²,Rumah Mewah Baru 2 Lantai dekat Bandara Maguwo dan Ringroad 2 Lantai dan 2 Carport dengan Desain...,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Mewah Dekat Maguwoharjo Dengan Desain Mewah 2 Lantai,"Rp 1,87 Miliar","Maguwoharjo, Yogyakarta",3.0,3.0,2.0,150 m²,110 m²,Rumah Mewah dekat Maguwoharjo dengan Desain Mewah 2 Lantai 2 Lantai dan 2 Carport dengan Exclusive...,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Dijual Murah Villa Gebyok Turi Jogja,"Rp 1,8 Miliar","Turi, Sleman",,,2.0,300 m²,,"Lokasi pedesaan, sejuk, nyaman, air lancar. Bangunan joglo jati, ukiran indah. Full furnis. Parkir...",Rumah
Rumah Lokasi Strategis Di Perumahan Jombor Baru Shm,"Rp 2,5 Miliar","Mlati, Sleman",5.0,4.0,2.0,171 m²,312 m²,FD82 Rumah Tinggal 2 lantai dengan lokasi yang lokasi sangat strategis Perumahan Jombor Baru Blok...,Rumah
Rumah Shm Di Jl. Kalimantan Dekat Apotik Kentungan,"Rp 4,35 Miliar","Sleman, Yogyakarta",5.0,3.0,3.0,547 m²,250 m²,FD81 Luas bangunan 250 Luas tanah 547 Kamar tidur 5 Kamar Mandi 3 Fasilitas AC Carport Garasi Garden...,"Rumah
Dekat Fasilitas Kesehatan"
Rumah 2 Lantai Di Sleman Jalan Kaliurang Yogyakarta,"Rp 1,2 Miliar","Ngaglik, Sleman",3.0,2.0,3.0,90 m²,72 m²,"Perumahan yang berada dilokasi yang sangat strategis,asri dan nyaman.cocok untuk Tempat tinggal maupun...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Shm Bagus Di Perum Tata Bumi Regency 1,"Rp 1,35 Miliar","Godean, Sleman",5.0,3.0,1.0,115 m²,180 m²,FD80 Luas bangunan 180 Luas tanah 115 Kamar tidur 5 Kamar Mandi 3 Fasilitas AC Carport Garasi Garden...,Rumah
"Rumah Baru Siap Huni di Maguwoharjo, Depok, Sleman","Rp 2,4 Miliar","Depok, Sleman",4.0,5.0,1.0,190 m²,150 m²,"Rumah baru 2 lantai ini memiliki lokasi yang strategis, dekat dengan pemukiman warga, dan fasilitas...","Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Paling Murah Siap Huni Di Sewon Bantul,Rp 495 Juta,"Sewon, Bantul",2.0,1.0,1.0,85 m²,45 m²,RUMAH PALING MURAH SIAP HUNI DI SEWON BANTUL Lokasi : Sewon Rumah paling murah siap huni di dalam...,"Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Murah Di Sedayu Gratis Semua Biaya Free Furnish,Rp 394 Juta,"Sedayu, Bantul",2.0,1.0,1.0,83 m²,36 m²,RUMAH MURAH DI SEDAYU GRATIS SEMUA BIAYA FREE FURNISH Lokasi : Sedayu Rumah baru siap huni SHM lengkap...,"Rumah
Full Furnished
Siap Huni
Dekat Sekolah"
Rumah Baru Dalam Perumahan di JL magelang Km 7 Dekat Sleman City Hall Rumah di Jalan Magelang  km 7 SHM,"Rp 1,59 Miliar","Jombor, Sleman",4.0,2.0,2.0,110 m²,140 m²,Luas Tanah : 110 m2 Luas Bangunan : 140 m2 Jumlah Lantai : 2 Kamar Tidur : 3 + 1 Kamar Mandi : 2...,"Rumah
Dekat Sekolah"
"Rumah 2 Lantai Baru Dalam Perumahan, Dekat Pasar Godean","Rp 1,62 Miliar","Godean, Sleman",3.0,2.0,2.0,100 m²,108 m²,"SIDOARUM ESTATE Lokasi : Godean, Kab.Sleman, Yogyakarta Dijual rumah 2 lantai, siap huni, bangunan...","Rumah
Siap Huni
Bebas Banjir
Dekat Pusat Perbelanjaan"
Rumah Siap Huni Fully Furnished Moyudan Sleman Yogyakarta,"Rp 1,55 Miliar","Moyudan, Sleman",5.0,4.0,2.0,240 m²,200 m²,"Rumah Cantik Fully Furnished Moyudan Sleman Yogyakarta Yogyakarta Alamat : Dusun Krapyak, Barepan,...","Rumah
Full Furnished
Siap Huni
Dekat Sekolah"
Rumah Strategis Dekat Bandara Adisutjipto,"Rp 1,25 Miliar","Maguwoharjo, Yogyakarta",5.0,2.0,1.0,330 m²,250 m²,- Luas Tanah (LT) : 330 m² - Luas Bangunan (LB) : 250 m² - Legalitas : - SHM - IMB belum ada - Listrik...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah"
"Rumah Bagus di Perumahan The Paradise , Sleman","Rp 2,2 Miliar","Mlati, Sleman",3.0,2.0,1.0,195 m²,80 m²,FD67 Luas bangunan 80 Luas tanah 195 Kamar tidur 3 Kamar Mandi 2 Fasilitas Garasi Swimming Pool Lantai...,"Rumah
Dekat Tempat Ibadah"
Rumah Bagus SHM di Perumahan Balecatur Perum Elit Jakal Km 9,"Rp 4,6 Miliar","Ngaglik, Sleman",4.0,3.0,1.0,190 m²,190 m²,FD66 Luas bangunan 190 Luas tanah 190 Kamar tidur 4 Kamar Mandi 3 Fasilitas Carport Garden PAM Garasi...,Rumah
"Rumah Bagus SHM di Jl Palagan Samping Griya Taman Asri, Sleman",Rp 700 Juta,"Ngaglik, Sleman",3.0,2.0,1.0,100 m²,70 m²,FD64 Luas bangunan 70 Luas tanah 100 Kamar tidur 3 Kamar Mandi 2 Fasilitas Carport Stove Water heater...,"Rumah
Siap Huni"
"Rumah Bagus Semi Furnished SHM di Tiara Citra Maguwo, Yogyakarta","Rp 1,47 Miliar","Maguwoharjo, Yogyakarta",2.0,2.0,1.0,140 m²,100 m²,FD97 Dijual Rumah di Maguwoharjo Luas bangunan 100 Luas tanah 140 Kamar tidur 2 Kamar Mandi 2 Fasilitas...,"Rumah
Full Furnished
Dekat Sekolah"
Rumah Cantik 2 Lantai Dalam Perumahan Di Kasihan Bantul Yogyakarta,"Rp 1,57 Miliar","Kasihan, Bantul",4.0,3.0,2.0,128 m²,250 m²,"RUMAH CANTIK 2 LANTAI DALAM PERUMAHAN DI KASIHAN BANTUL YOGYAKARTA Dijual murah bisa nego, sertifikat...","Rumah
Dekat Sekolah"
Rumah Baru 2 Lantai Dekat Stadion Maguwoharjo Sleman,"Rp 1,55 Miliar","Ngemplak, Sleman",3.0,2.0,2.0,110 m²,80 m²,RUMAH BARU 2 LANTAI DEKAT STADION MAGUWOHARJO SLEMAN Rumah cantik 2 lantai dengan akses lokasi terbaik...,"Rumah
Bebas Banjir
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Kosan Super Murah Dekat Kampus Di Condongcatur,"Rp 1,1 Miliar","Depok, Sleman",10.0,4.0,1.0,128 m²,200 m²,"DiJual kost khusus putri (selalu full) LOKASI STRATEGIS: Condongcatur, Sleman, YOGYAKARTA (strategis)...","Rumah
Dekat Sekolah"
Jual Rumah Megah 2 Lantai Lokasi Strategis di Sleman Dekat Exit Toll Jogja Solo,"Rp 2,2 Miliar","Sleman, Sleman",4.0,3.0,2.0,182 m²,177 m²,Jual Rumah Megah 2 Lantai Lokasi Strategis di Sleman Dekat Exit Toll Jogja - Solo Spek: Spesifikasi:...,"Rumah
Full Furnished
Dekat Akses Transportasi
Dekat Sekolah"
Jual Rumah Siap Huni Proses Bangun Megah 2 Lantai di Sleman Dekat Rs Uad Jogja,"Rp 1,89 Miliar","Sleman, Sleman",3.0,2.0,2.0,150 m²,108 m²,Jual Rumah Siap Huni Proses Bangun Megah 2 Lantai di Sleman Dekat RS UAD Jogja Spek: Luas Tanah:...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Sekolah"
Rumah Mewah 2 Lantai SHM Dekat Stadion Maguwoharjo,"Rp 1,64 Miliar","Maguwoharjo, Yogyakarta",3.0,2.0,2.0,111 m²,90 m²,"RUMAH MEWAH 2 LANTAI SHM DEKAT STADION MAGUWOHARJO Lokasi : Wedomartani, Ngemplak, Kabupaten Sleman,...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Tempat Wisata"
Jual Rumah Megah 2 Lantai Siap Huni Dalam Proses Bangun Type Luas 119 117m2 di Sleman Jogja,"Rp 1,79 Miliar","Sleman, Sleman",3.0,2.0,2.0,117 m²,119 m²,Jual Rumah Megah 2 Lantai Siap Huni Dalam Proses Bangun Type Luas 119/117m2 di Sleman Jogja Spek:...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Sekolah"
Rumah Dua Lantai Diutara Uii Jl Kaliurang Dekat Resto Otadan kelurahan,Rp 575 Juta,"Pakem, Sleman",,,1.0,1200000 m²,,RUMAH SIAP BANGUN LANTAI 2 MEZZANINE type 55m2 Luas tanah 120m2 Legalitas SHM Harga 575 juta (Milik...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Tempat Ibadah"
Jual Rumah Minimalis American Classic di Kalasan Yogyakarta Cuma 400 Jutaan Siap Kpr,Rp 480 Juta,"Kalasan, Sleman",2.0,1.0,1.0,72 m²,36 m²,Jual Rumah Minimalis American Classic di Kalasan Yogyakarta cuma 400 jutaan Siap KPR Spek: Luas Tanah...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Dua Lantai Diutara Uii Jl Kaliurang Dekat Resto Otadan Kelurahan,Rp 575 Juta,"Ngaglik, Sleman",3.0,1.0,1.0,1200000 m²,310000 m²,RUMAH SIAP BANGUN LANTAI 2 MEZZANINE type 55m2 Luas tanah 120m2 Legalitas SHM Harga 575 juta (Milik...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Tempat Ibadah"
Rumah Dua Lantai Diutara Uii Jl Kaliurang Dekat Resto Otadan kelurahan,Rp 575 Juta,"Condong Catur, Sleman",,,1.0,300000 m²,,RUMAH SIAP BANGUN LANTAI 2 MEZZANINE type 55m2 Luas tanah 120m2 Legalitas SHM Harga 575 juta (Milik...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Tempat Ibadah"
Rumah Mewah Di Ngaglik Private Pool Dekat Hamzah Batik Kaliurang,"Rp 4,9 Miliar","Ngaglik, Sleman",4.0,4.0,1.0,262 m²,300 m²,"RUMAH MEWAH DI NGAGLIK PRIVATE POOL DEKAT HAMZAH BATIK KALIURANG Lokasi : Ngaglik, Sleman, Yogyakarta...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Landmark"
"Rumah Mewah Full Furnished Design Scandinavian Di Ngaglik, Sleman","Rp 1,42 Miliar","Ngaglik, Sleman",3.0,3.0,1.0,141 m²,110 m²,"RUMAH MEWAH FULL FURNISHED DESIGN SCANDINAVIAN DI NGAGLIK, SLEMAN Lokasi : Ngaglik, Sleman, Yogyakarta...","Rumah
Full Furnished
Dekat Pusat Perbelanjaan"
